VR Heating & Cooling	HVAC / Heating & Cooling	Tuscaloosa AL			74	Tier 2		New	Commercial HVAC + chiller repair. Specialized high-ticket.	FB DM					2026-04-10
Huntsville Pressure Washing	Pressure Washing	Huntsville AL			70	Tier 3		New	Commercial + residential pressure washing. FB only.	FB DM					2026-04-10
R&J Auto Repair	Auto Repair	Ypsilanti MI	(734) 482-4989		80	Demo	https://auto-one-demo.pages.dev/	New	20+ years. Owner John. Facebook + edan.io stub only. Praised for honesty.	Cold Call
Auto-One	Auto Repair	Ypsilanti MI	(734) 528-3667		80	Demo	https://auto-one-demo.pages.dev/	New	Full service auto. BBB listed. Facebook only.	Cold Call
A.R.S Mobile Mechanic LLC	Mobile Mechanic	Decatur / Atlanta GA	(678) 365-8233		82	Demo	https://ars-mechanic-demo.pages.dev/	New	500+ services. Est 2010. 100% recommend. Facebook only.	Phone/FB DM
Morales Mobile Mechanic	Mobile Mechanic	Atlanta GA	(404) 246-3295		74	Tier 2		New	Local mobile mechanic. Facebook only.	Phone/FB DM
Premium Auto Repair	Auto Repair	Nashville TN	(615) 360-7600	kevinfurness18@yahoo.com	82	Demo	https://premium-auto-demo.pages.dev/	Draft Ready	Owner Kevin Furness. Since 1994. Wix stub only. Has email.	Email Draft
Nashville Truck & Auto Repair	Mobile Truck Repair	Nashville TN			74	Tier 2		New	Mobile repair medium/light duty vehicles. Facebook only.	FB DM
AA&B Janitorial Cleaning Co	Janitorial / Cleaning	Marietta GA	(404) 901-0435		80	Demo	https://aab-janitorial-demo.pages.dev/	New	Certified City of Atlanta and GA DOT. Since 2016. No website.	Phone/FB DM
Decatur Landscaping LLC	Landscaping / Lawn Care	Decatur GA			72	Tier 2		New	Installations yard cleanup lawn maintenance. Facebook only.	FB DM
Mobile Mechanic Atlanta	Mobile Mechanic	Atlanta GA	(678) 973-6378	carglobalautosales@gmail.com	82	Tier 1		Draft Ready	Hundreds of satisfied customers. Has email. FB + IG only.	Email Draft
Santa Fe Nashville Food Truck	Food Truck / Catering	Springfield / Nashville TN			72	Tier 2		New	Nashville food truck. Catering weddings events. Facebook only.	FB DM
